time,emg
0.014020204544067383,399.0
0.025905847549438477,405.0
0.03243899345397949,386.0
0.036859989166259766,382.0
0.04421496391296387,405.0
0.052336931228637695,413.0
0.0605320930480957,416.0
0.06493806838989258,415.0
0.07159018516540527,423.0
0.07656025886535645,430.0
0.08010292053222656,423.0
0.08433198928833008,425.0
0.08870196342468262,420.0
0.0939781665802002,438.0
0.09857010841369629,413.0
0.10372710227966309,416.0
0.11094903945922852,412.0
0.11564207077026367,386.0
0.12012004852294922,415.0
0.12409806251525879,413.0
0.1292591094970703,418.0
0.13441896438598633,411.0
0.13876914978027344,417.0
0.14403891563415527,429.0
0.14764690399169922,420.0
0.1557309627532959,424.0
0.16035103797912598,422.0
0.16417717933654785,417.0
0.168687105178833,423.0
0.17360210418701172,402.0
0.17805910110473633,417.0
0.18230199813842773,415.0
0.18652606010437012,414.0
0.19102096557617188,392.0
0.19613313674926758,424.0
0.20124101638793945,397.0
0.20536398887634277,398.0
0.21034502983093262,431.0
0.21521306037902832,422.0
0.22028803825378418,429.0
0.2276301383972168,429.0
0.23263311386108398,437.0
0.23733806610107422,434.0
0.24221587181091309,438.0
0.24651122093200684,425.0
0.2510190010070801,424.0
0.2559530735015869,419.0
0.26390814781188965,422.0
0.2687680721282959,419.0
0.2739379405975342,423.0
0.2788548469543457,418.0
0.2849910259246826,425.0
0.2902379035949707,432.0
0.2960541248321533,421.0
0.3009059429168701,424.0
0.3064429759979248,427.0
0.3152000904083252,423.0
0.3215169906616211,415.0
0.32616186141967773,422.0
0.3323550224304199,427.0
0.3378770351409912,423.0
0.3432130813598633,427.0
0.34894514083862305,420.0
0.353762149810791,420.0
0.35978007316589355,427.0
0.3652369976043701,420.0
0.37064123153686523,413.0
0.3764960765838623,395.0
0.3814070224761963,424.0
0.38977885246276855,423.0
0.39828920364379883,424.0
0.4030020236968994,429.0
0.40770888328552246,425.0
0.41387009620666504,430.0
0.41957998275756836,422.0
0.42417311668395996,440.0
0.4304029941558838,423.0
0.436445951461792,416.0
0.44432616233825684,410.0
0.4508202075958252,413.0
0.45583415031433105,426.0
0.4611940383911133,436.0
0.4690711498260498,426.0
0.4743640422821045,412.0
0.47902894020080566,431.0
0.4863009452819824,435.0
0.4936981201171875,434.0
0.4990499019622803,437.0
0.5033860206604004,442.0
0.5077970027923584,441.0
0.5123331546783447,443.0
0.5191860198974609,422.0
0.5245199203491211,442.0
0.5290491580963135,442.0
0.5355350971221924,414.0
0.5408399105072021,439.0
0.5450198650360107,441.0
0.5488660335540771,437.0
0.5528850555419922,446.0
0.5568041801452637,435.0
0.5650320053100586,441.0
0.5725791454315186,442.0
0.5803871154785156,452.0
0.5853061676025391,438.0
0.5896749496459961,439.0
0.5975899696350098,439.0
0.6058909893035889,436.0
0.6143691539764404,438.0
0.6221601963043213,437.0
0.6269481182098389,435.0
0.6315581798553467,438.0
0.6399209499359131,439.0
0.6481170654296875,442.0
0.6558091640472412,452.0
0.6605820655822754,449.0
0.6648590564727783,433.0
0.6725811958312988,451.0
0.680962085723877,449.0
0.6887679100036621,449.0
0.6943931579589844,441.0
0.6993861198425293,447.0
0.7044651508331299,441.0
0.7094311714172363,446.0
0.7142541408538818,440.0
0.7224340438842773,436.0
0.7278909683227539,441.0
0.7326021194458008,417.0
0.7375900745391846,425.0
0.7425780296325684,431.0
0.7473762035369873,429.0
0.7523951530456543,437.0
0.7570230960845947,438.0
0.7618749141693115,435.0
0.7693400382995605,428.0
0.7769489288330078,415.0
0.7830390930175781,427.0
0.7879931926727295,427.0
0.7925050258636475,402.0
0.797227144241333,432.0
0.8021690845489502,401.0
0.8074748516082764,412.0
0.8125119209289551,425.0
0.8174400329589844,404.0
0.821890115737915,424.0
0.8275060653686523,430.0
0.832118034362793,430.0
0.8370280265808105,425.0
0.8445971012115479,407.0
0.8509790897369385,420.0
0.8565502166748047,425.0
0.8643741607666016,426.0
0.8722009658813477,426.0
0.8776760101318359,419.0
0.8825240135192871,424.0
0.8873729705810547,427.0
0.8947179317474365,420.0
0.9006800651550293,423.0
0.9053239822387695,422.0
0.9105982780456543,426.0
0.915952205657959,419.0
0.9215590953826904,423.0
0.9265038967132568,425.0
0.9317619800567627,426.0
0.9369668960571289,423.0
0.9424939155578613,421.0
0.9476542472839355,412.0
0.9558432102203369,422.0
0.9639990329742432,396.0
0.9689028263092041,394.0
0.9744200706481934,416.0
0.9795639514923096,420.0
0.9847071170806885,418.0
0.9898710250854492,397.0
0.9972960948944092,416.0
1.0026822090148926,430.0
1.007277011871338,432.0
1.012303113937378,438.0
1.019585132598877,415.0
1.0277209281921387,432.0
1.0363152027130127,439.0
1.0444579124450684,433.0
1.052433967590332,436.0
1.0574100017547607,431.0
1.062596082687378,403.0
1.0678520202636719,429.0
1.0731561183929443,438.0
1.0810270309448242,432.0
1.0898940563201904,431.0
1.097620964050293,429.0
1.1056311130523682,424.0
1.110856056213379,436.0
1.1158630847930908,436.0
1.1205830574035645,429.0
1.1274681091308594,430.0
1.1326401233673096,427.0
1.1378870010375977,424.0
1.1435949802398682,421.0
1.1492459774017334,404.0
1.1548302173614502,419.0
1.1598541736602783,417.0
1.1650030612945557,414.0
1.173220157623291,414.0
1.1817569732666016,388.0
1.1905879974365234,415.0
1.1962292194366455,412.0
1.200969934463501,418.0
1.2059390544891357,421.0
1.2139520645141602,403.0
1.219482183456421,425.0
1.2243571281433105,430.0
1.2298071384429932,409.0
1.2350530624389648,432.0
1.2403180599212646,433.0
1.2455511093139648,425.0
1.252885103225708,408.0
1.260699987411499,426.0
1.2662971019744873,417.0
1.2712900638580322,422.0
1.276465892791748,409.0
1.2816619873046875,413.0
1.286649227142334,416.0
1.2940170764923096,408.0
1.2997691631317139,413.0
1.3047940731048584,417.0
1.3100330829620361,414.0
1.31498384475708,419.0
1.3226292133331299,418.0
1.3306539058685303,422.0
1.3356430530548096,419.0
1.341214895248413,423.0
1.3465540409088135,417.0
1.351923942565918,419.0
1.3570349216461182,419.0
1.362001895904541,421.0
1.3697690963745117,423.0
1.3760480880737305,426.0
1.380918025970459,431.0
1.3888421058654785,431.0
1.394183874130249,434.0
1.3988161087036133,429.0
1.4046690464019775,430.0
1.4103429317474365,435.0
1.415884017944336,434.0
1.421462059020996,443.0
1.4269051551818848,435.0
1.4323079586029053,439.0
1.4375019073486328,435.0
1.4428861141204834,438.0
1.4477040767669678,434.0
1.4556620121002197,435.0
1.4609200954437256,435.0
1.465928077697754,433.0
1.471067190170288,428.0
1.476754903793335,430.0
1.4821250438690186,428.0
1.487644910812378,429.0
1.4929862022399902,430.0
1.4982929229736328,432.0
1.5059750080108643,437.0
1.5137779712677002,436.0
1.5195891857147217,433.0
1.5270469188690186,443.0
1.5328178405761719,438.0
1.5383710861206055,444.0
1.543929100036621,422.0
1.5493381023406982,442.0
1.5547809600830078,441.0
1.5605199337005615,441.0
1.565934181213379,442.0
1.5717661380767822,447.0
1.5775580406188965,441.0
1.58274507522583,444.0
1.5876998901367188,438.0
1.5927481651306152,437.0
1.5983350276947021,442.0
1.6068990230560303,437.0
1.6122920513153076,412.0
1.6202611923217773,438.0
1.626561164855957,439.0
1.631572961807251,442.0
1.6397969722747803,435.0
1.648488998413086,434.0
1.6538569927215576,433.0
1.6593022346496582,429.0
1.6648080348968506,401.0
1.6734819412231445,424.0
1.679382085800171,428.0
1.6846568584442139,416.0
1.6900880336761475,422.0
1.698801040649414,424.0
1.7052490711212158,402.0
1.7113630771636963,417.0
1.7192671298980713,405.0
1.7271180152893066,417.0
1.732564926147461,398.0
1.7382290363311768,421.0
1.7446410655975342,421.0
1.752120018005371,410.0
1.7579290866851807,427.0
1.76387619972229,427.0
1.7700119018554688,436.0
1.7763981819152832,427.0
1.7819478511810303,425.0
1.787644863128662,401.0
1.793107032775879,421.0
1.7984671592712402,420.0
1.8072729110717773,418.0
1.8131930828094482,417.0
1.8194150924682617,394.0
1.8270609378814697,417.0
1.8333120346069336,427.0
1.8390440940856934,424.0
1.8448450565338135,431.0
1.8526599407196045,435.0
1.8593029975891113,431.0
1.865004062652588,435.0
1.8736560344696045,432.0
1.8792510032653809,435.0
1.8845419883728027,430.0
1.8898911476135254,432.0
1.8981680870056152,427.0
1.9071969985961914,431.0
1.9130561351776123,419.0
1.9191129207611084,429.0
1.9274089336395264,427.0
1.9365298748016357,427.0
1.9428448677062988,433.0
1.9483630657196045,430.0
1.957962989807129,429.0
1.9646201133728027,433.0
1.9734158515930176,430.0
1.9823110103607178,404.0
1.9879119396209717,429.0
1.9937701225280762,431.0
1.9991869926452637,425.0
2.0055370330810547,432.0
2.0119402408599854,432.0
2.018141031265259,432.0
2.0240561962127686,439.0
2.029973030090332,443.0
2.0363941192626953,440.0
2.0446178913116455,440.0
2.0513570308685303,440.0
2.0576682090759277,437.0
2.063825845718384,435.0
2.0700440406799316,438.0
2.0762600898742676,439.0
2.082289934158325,439.0
2.0882351398468018,430.0
2.0938689708709717,425.0
2.0997581481933594,429.0
2.1057660579681396,420.0
2.1148030757904053,400.0
2.1233110427856445,427.0
2.131922960281372,424.0
2.137454032897949,421.0
2.1429450511932373,425.0
2.149456262588501,425.0
2.1549508571624756,432.0
2.1614389419555664,429.0
2.169569969177246,433.0
2.1764321327209473,429.0
2.1821370124816895,432.0
2.1882219314575195,417.0
2.194432020187378,426.0
2.2009761333465576,429.0
2.2073159217834473,419.0
2.213386058807373,421.0
2.2196202278137207,417.0
2.2278311252593994,415.0
2.234282970428467,415.0
2.2405481338500977,420.0
2.2463550567626953,405.0
2.2524900436401367,424.0
2.2607600688934326,421.0
2.2699599266052246,413.0
2.2768352031707764,423.0
2.282534122467041,419.0
2.288717031478882,399.0
2.2946770191192627,409.0
2.3027992248535156,418.0
2.309892177581787,417.0
2.3157429695129395,439.0
2.322132110595703,421.0
2.328792095184326,427.0
2.3354291915893555,418.0
2.3415911197662354,425.0
2.3477439880371094,403.0
2.3569819927215576,432.0
2.363028049468994,432.0
2.369093179702759,428.0
2.378073215484619,439.0
2.3854358196258545,434.0
2.3914942741394043,435.0
2.3971331119537354,423.0
2.4031240940093994,429.0
2.4093971252441406,428.0
2.415894031524658,428.0
2.4216129779815674,454.0
2.4278671741485596,432.0
2.4362308979034424,438.0
2.4455490112304688,430.0
2.4528751373291016,428.0
2.461635112762451,429.0
2.468973159790039,427.0
2.477830171585083,418.0
2.4851009845733643,431.0
2.490973949432373,429.0
2.4972870349884033,431.0
2.5041511058807373,432.0
2.510317087173462,433.0
2.5193350315093994,442.0
2.529237985610962,432.0
2.5367159843444824,420.0
2.5434958934783936,431.0
2.5527119636535645,425.0
2.5604400634765625,427.0
2.569767951965332,432.0
2.577059030532837,404.0
2.583116054534912,434.0
2.590008020401001,431.0
2.599522113800049,438.0
2.6063930988311768,445.0
2.6156742572784424,436.0
2.621833086013794,437.0
2.628253936767578,438.0
2.6345651149749756,430.0
2.6417579650878906,404.0
2.648560047149658,431.0
2.6549041271209717,432.0
2.6615819931030273,409.0
2.6702420711517334,426.0
2.6769280433654785,433.0
2.686656951904297,424.0
2.694127082824707,419.0
2.703603982925415,422.0
2.7111361026763916,423.0
2.720284938812256,429.0
2.7277309894561768,398.0
2.7346858978271484,428.0
2.74124813079834,423.0
2.747560977935791,428.0
2.7572500705718994,429.0
2.763808012008667,429.0
2.770550012588501,430.0
2.7767391204833984,430.0
2.783071994781494,439.0
2.7893829345703125,409.0
2.798923969268799,424.0
2.8058249950408936,426.0
2.8155980110168457,414.0
2.82236385345459,414.0
2.82932710647583,412.0
2.836390972137451,420.0
2.8430991172790527,396.0
2.849708080291748,424.0
2.8567731380462646,423.0
2.863206148147583,424.0
2.8694489002227783,425.0
2.877915859222412,434.0
2.8858461380004883,416.0
2.892841100692749,429.0
2.8991270065307617,428.0
2.905818223953247,428.0
2.914900064468384,430.0
2.924670934677124,437.0
2.9316821098327637,434.0
2.9413681030273438,433.0
2.947751045227051,438.0
2.957719087600708,435.0
2.964885950088501,433.0
2.9745290279388428,435.0
2.9810192584991455,434.0
2.9909350872039795,435.0
2.998025894165039,442.0
3.0075111389160156,438.0
3.014770984649658,433.0
3.0241951942443848,415.0
3.030574083328247,437.0
3.0370869636535645,436.0
3.043379068374634,439.0
3.0527749061584473,440.0
3.0606589317321777,434.0
3.0697460174560547,441.0
3.077332019805908,436.0
3.0869481563568115,432.0
3.0941309928894043,437.0
3.1033341884613037,433.0
3.111013174057007,431.0
3.119846820831299,427.0
3.1293420791625977,426.0
3.137176036834717,435.0
3.1440069675445557,432.0
3.1533119678497314,435.0
3.160865068435669,444.0
3.1699771881103516,443.0
3.177359104156494,450.0
3.1870369911193848,444.0
3.1948790550231934,420.0
3.2019269466400146,436.0
3.210921049118042,446.0
3.2182199954986572,436.0
3.225102186203003,434.0
3.2321321964263916,438.0
3.238858938217163,428.0
3.246054172515869,426.0
3.2531001567840576,434.0
3.261967182159424,425.0
3.269719123840332,421.0
3.2782959938049316,425.0
3.2857820987701416,424.0
3.2946219444274902,425.0
3.3017332553863525,426.0
3.307750940322876,428.0
3.3147199153900146,428.0
3.323789119720459,431.0
3.329962968826294,428.0
3.335970163345337,431.0
3.3452210426330566,423.0
3.3524811267852783,426.0
3.360987901687622,427.0
3.3680930137634277,428.0
3.374648094177246,407.0
3.3820180892944336,427.0
3.388892889022827,422.0
3.395242929458618,425.0
3.4024770259857178,406.0
3.4096131324768066,441.0
3.416369915008545,429.0
3.423405170440674,432.0
3.4307119846343994,401.0
3.437864065170288,424.0
3.445366144180298,419.0
3.45279598236084,429.0
3.4599859714508057,420.0
3.4667069911956787,421.0
3.4734981060028076,422.0
3.4803760051727295,423.0
3.487138032913208,424.0
3.494374990463257,425.0
3.503582000732422,426.0
3.511566162109375,411.0
3.5188329219818115,433.0
3.5280489921569824,431.0
3.536048173904419,433.0
3.542762041091919,410.0
3.549588918685913,417.0
3.557065963745117,438.0
3.5638091564178467,441.0
3.570726156234741,436.0
3.577531099319458,441.0
3.5870201587677,439.0
3.595197916030884,441.0
3.6019670963287354,419.0
3.611521005630493,450.0
3.6196961402893066,437.0
3.6264021396636963,435.0
3.633141040802002,437.0
3.640511989593506,429.0
3.6474361419677734,400.0
3.657543897628784,428.0
3.664781093597412,404.0
3.674124002456665,428.0
3.6817409992218018,439.0
3.68864107131958,434.0
3.6958260536193848,410.0
3.703195095062256,419.0
3.710660219192505,434.0
3.719825267791748,434.0
3.727940082550049,435.0
3.7369132041931152,439.0
3.7444961071014404,444.0
3.751195192337036,444.0
3.7583742141723633,440.0
3.7655959129333496,447.0
3.7724640369415283,446.0
3.7828540802001953,447.0
3.789808988571167,426.0
3.7996270656585693,442.0
3.807002067565918,444.0
3.8140389919281006,434.0
3.820869207382202,439.0
3.827765941619873,432.0
3.836374044418335,433.0
3.8433001041412354,416.0
3.852452039718628,419.0
3.8599140644073486,430.0
3.8664400577545166,428.0
3.8739991188049316,431.0
3.881549119949341,423.0
3.890897274017334,424.0
3.8974242210388184,423.0
3.9074361324310303,427.0
3.9143290519714355,428.0
3.924489974975586,424.0
3.930877923965454,424.0
3.94106125831604,396.0
3.9484500885009766,433.0
3.9544901847839355,420.0
3.9618980884552,405.0
3.9687891006469727,431.0
3.974565029144287,409.0
3.981398105621338,430.0
3.990457057952881,433.0
3.9972879886627197,430.0
4.003587007522583,432.0
4.011022090911865,423.0
4.019672155380249,415.0
4.027538061141968,426.0
4.034337043762207,428.0
4.040290117263794,425.0
4.047021150588989,431.0
4.053847074508667,413.0
4.0602381229400635,432.0
4.066387891769409,435.0
4.072115898132324,443.0
4.078987121582031,439.0
4.085479021072388,445.0
4.091517925262451,440.0
4.098506927490234,443.0
4.105445146560669,432.0
4.111721038818359,433.0
4.118924140930176,438.0
4.127833127975464,444.0
4.135015964508057,440.0
4.144750118255615,441.0
4.152501106262207,440.0
4.161807060241699,414.0
4.1687328815460205,435.0
4.1748809814453125,417.0
4.180937051773071,437.0
4.190831184387207,443.0
4.197389125823975,440.0
4.204222917556763,439.0
4.211129188537598,444.0
4.220306873321533,446.0
4.227888107299805,431.0
4.2342689037323,451.0
4.240900039672852,451.0
4.247505187988281,440.0
4.257075071334839,446.0
4.2638771533966064,441.0
4.270906209945679,446.0
4.2774951457977295,444.0
4.286458253860474,447.0
4.2933759689331055,444.0
4.300017833709717,437.0
4.3068060874938965,449.0
4.313441038131714,458.0
4.319674253463745,441.0
4.3284149169921875,450.0
4.336003065109253,448.0
4.342997074127197,452.0
4.350038051605225,445.0
4.355910062789917,443.0
4.365508079528809,444.0
4.372416019439697,443.0
4.382672071456909,414.0
4.389178037643433,431.0
4.398977041244507,439.0
4.405562162399292,433.0
4.412433862686157,438.0
4.419549942016602,426.0
4.428803205490112,436.0
4.4361841678619385,429.0
4.444965124130249,411.0
4.451858997344971,431.0
4.461094856262207,433.0
4.468529939651489,413.0
4.474571943283081,434.0
4.481284141540527,430.0
4.490606069564819,434.0
4.497282981872559,435.0
4.503443002700806,435.0
4.510150194168091,434.0
4.517033100128174,437.0
4.5235819816589355,442.0
4.529684066772461,440.0
4.535691976547241,436.0
4.5413360595703125,435.0
4.548098087310791,433.0
4.55740213394165,430.0
4.563585996627808,425.0
4.570009231567383,429.0
4.578481912612915,416.0
4.58570122718811,423.0
4.5945820808410645,402.0
4.6016881465911865,431.0
4.607587099075317,436.0
4.61431097984314,436.0
4.624089002609253,437.0
4.630843877792358,447.0
4.64075493812561,451.0
4.647226095199585,455.0
4.653923034667969,426.0
4.660723924636841,448.0
4.670217037200928,442.0
4.678548097610474,439.0
4.686139106750488,439.0
4.69333815574646,433.0
4.700042009353638,429.0
4.707932949066162,435.0
4.7155351638793945,440.0
4.721925258636475,440.0
4.72957706451416,445.0
4.737329006195068,446.0
4.744678258895874,449.0
4.751543998718262,423.0
4.76075291633606,460.0
4.768627882003784,445.0
4.778295993804932,441.0
4.786509037017822,446.0
4.793440103530884,440.0
4.803261041641235,451.0
4.810978174209595,447.0
4.819901943206787,449.0
4.82717490196228,447.0
4.836266994476318,449.0
4.844130992889404,444.0
4.851790189743042,452.0
4.858565092086792,446.0
4.864827871322632,430.0
4.875200986862183,448.0
4.882338047027588,444.0
4.8899431228637695,449.0
4.896498918533325,454.0
4.903455018997192,445.0
4.910654067993164,444.0
4.919837951660156,444.0
4.928116083145142,443.0
4.934391975402832,445.0
4.9413440227508545,445.0
4.948567152023315,443.0
4.955625057220459,443.0
4.962777137756348,443.0
4.9703919887542725,415.0
